"PhraseID","EN","ES-ES"
"QID115_Choice52","Carlisle","Carlisle"
"QID115_Choice53","Carver","Carver"
"QID115_Choice54","Charlemont","Charlemont"
"QID115_Choice55","Charlton","Charlton"
"QID115_Choice56","Chatham","Chatham"
"QID115_Choice57","Chelmsford","Chelmsford"
"QID115_Choice58","Chelsea","Chelsea"
"QID115_Choice59","Cheshire","Cheshire"
"QID115_Choice60","Chester","Chester"
"QID115_Choice61","Chesterfield","Chesterfield"
"QID115_Choice62","Chicopee","Chicopee"
"QID115_Choice63","Chilmark","Chilmark"
"QID115_Choice64","Clarksburg","Clarksburg"
"QID115_Choice65","Clinton","Clinton"
"QID115_Choice66","Cohasset","Cohasset"
"QID115_Choice67","Colrain","Colrain"
"QID115_Choice68","Concord","Concord"
"QID115_Choice69","Conway","Conway"
"QID115_Choice70","Cummington","Cummington"
"QID115_Choice71","Dalton","Dalton"
"QID115_Choice72","Danvers","Danvers"
"QID115_Choice73","Dartmouth","Dartmouth"
"QID115_Choice74","Dedham","Dedham"
"QID115_Choice75","Deerfield","Deerfield"
"QID115_Choice76","Dennis","Dennis"
"QID115_Choice77","Dighton","Dighton"
"QID115_Choice78","Douglas","Douglas"
"QID115_Choice79","Dover","Dover"
"QID115_Choice80","Dracut","Dracut"
"QID115_Choice81","Dudley","Dudley"
"QID115_Choice82","Dunstable","Dunstable"
"QID115_Choice83","Duxbury","Duxbury"
"QID115_Choice84","East Bridgewater","East Bridgewater"
"QID115_Choice85","East Brookfield","East Brookfield"
"QID115_Choice86","East Longmeadow","East Longmeadow"
"QID115_Choice87","Eastham","Eastham"
"QID115_Choice88","Easthampton","Easthampton"
"QID115_Choice89","Easton","Easton"
"QID115_Choice90","Edgartown","Edgartown"
"QID115_Choice91","Egremont","Egremont"
"QID115_Choice92","Erving","Erving"
"QID115_Choice93","Essex","Essex"
"QID115_Choice94","Everett","Everett"
"QID115_Choice95","Fairhaven","Fairhaven"
"QID115_Choice96","Fall River","Fall River"
"QID115_Choice97","Falmouth","Falmouth"
"QID115_Choice98","Fitchburg","Fitchburg"
"QID115_Choice99","Florida","Florida"
"QID115_Choice100","Foxborough","Foxborough"
"QID115_Choice101","Framingham","Framingham"
"QID115_Choice102","Franklin","Franklin"
"QID115_Choice103","Freetown","Freetown"
"QID115_Choice104","Gardner","Gardner"
"QID115_Choice105","Georgetown","Georgetown"
"QID115_Choice106","Gill","Gill"
"QID115_Choice107","Gloucester","Gloucester"
"QID115_Choice108","Goshen","Goshen"
"QID115_Choice109","Gosnold","Gosnold"
"QID115_Choice110","Grafton","Grafton"
"QID115_Choice111","Granby","Granby"
"QID115_Choice112","Granville","Granville"
"QID115_Choice113","Great Barrington","Great Barrington"
"QID115_Choice114","Greenfield","Greenfield"
"QID115_Choice115","Groton","Groton"
"QID115_Choice116","Groveland","Groveland"
"QID115_Choice117","Hadley","Hadley"
"QID115_Choice118","Halifax","Halifax"
"QID115_Choice119","Hamilton","Hamilton"
"QID115_Choice120","Hampden","Hampden"
"QID115_Choice121","Hancock","Hancock"
"QID115_Choice122","Hanover","Hannover"
"QID115_Choice123","Hanson","Hanson"
"QID115_Choice124","Hardwick","Hardwick"
"QID115_Choice125","Harvard","Harvard"
"QID115_Choice126","Harwich","Harwich"
"QID115_Choice127","Hatfield","Hatfield"
"QID115_Choice128","Haverhill","Haverhill"
"QID115_Choice129","Hawley","Hawley"
"QID115_Choice130","Heath","Heath"
"QID115_Choice131","Hingham","Hingham"
"QID115_Choice132","Hinsdale","Hinsdale"
"QID115_Choice133","Holbrook","Holbrook"
"QID115_Choice134","Holden","Holden"
"QID115_Choice135","Holland","Holland"
"QID115_Choice136","Holliston","Holliston"
"QID115_Choice137","Holyoke","Holyoke"
"QID115_Choice138","Hopedale","Hopedale"
"QID115_Choice139","Hopkinton","Hopkinton"
"QID115_Choice140","Hubbardston","Hubbardston"
"QID115_Choice141","Hudson","Hudson"
"QID115_Choice142","Hull","Hull"
"QID115_Choice143","Huntington","Huntington"
"QID115_Choice144","Ipswich","Ipswich"
"QID115_Choice145","Kingston","Kingston"
"QID115_Choice146","Lakeville","Lakeville"
"QID115_Choice147","Lancaster","Lancaster"
"QID115_Choice148","Lanesborough","Lanesborough"
"QID115_Choice149","Lawrence","Lawrence"
"QID115_Choice150","Lee","Lee"
"QID115_Choice151","Leicester","Leicester"
"QID115_Choice152","Lenox","Lenox"
"QID115_Choice153","Leominster","Leominster"
"QID115_Choice154","Leverett","Leverett"
"QID115_Choice155","Lexington","Lexington"
"QID115_Choice156","Leyden","Leyden"
"QID115_Choice157","Lincoln","Lincoln"
"QID115_Choice158","Littleton","Littleton"
"QID115_Choice159","Longmeadow","Longmeadow"
"QID115_Choice160","Lowell","Lowell"
"QID115_Choice161","Ludlow","Ludlow"
"QID115_Choice162","Lunenburg","Lunenburg"
"QID115_Choice163","Lynn","Lynn"
"QID115_Choice164","Lynnfield","Lynnfield"
"QID115_Choice165","Malden","Malden"
"QID115_Choice166","Manchester-by-the-Sea","Manchester-by-the-Sea"
"QID115_Choice167","Mansfield","Mansfield"
"QID115_Choice168","Marblehead","Marblehead"
"QID115_Choice169","Marion","Marion"
"QID115_Choice170","Marlborough","Marlborough"
"QID115_Choice171","Marshfield","Marshfield"
"QID115_Choice172","Mashpee","Mashpee"
"QID115_Choice173","Mattapoisett","Mattapoisett"
"QID115_Choice174","Maynard","Maynard"
"QID115_Choice175","Medfield","Medfield"
"QID115_Choice176","Medford","Medford"
"QID115_Choice177","Medway","Medway"
"QID115_Choice178","Melrose","Melrose"
"QID115_Choice179","Mendon","Mendon"
"QID115_Choice180","Merrimac","Merrimac"
"QID115_Choice181","Methuen","Methuen"
"QID115_Choice182","Middleborough","Middleborough"
"QID115_Choice183","Middlefield","Middlefield"
"QID115_Choice184","Middleton","Middleton"
"QID115_Choice185","Milford","Milford"
"QID115_Choice186","Millbury","Millbury"
"QID115_Choice187","Millis","Millis"
"QID115_Choice188","Millville","Millville"
"QID115_Choice189","Milton","Milton"
"QID115_Choice190","Monroe","Monroe"
"QID115_Choice191","Monson","Monson"
"QID115_Choice192","Montague","Montague"
"QID115_Choice193","Monterey","Monterey"
"QID115_Choice194","Montgomery","Montgomery"
"QID115_Choice195","Mount Washington","Mount Washington"
"QID115_Choice196","Nahant","Nahant"
"QID115_Choice197","Nantucket","Nantucket"
"QID115_Choice198","Natick","Natick"
"QID115_Choice199","Needham","Needham"
"QID115_Choice200","New Ashford","New Ashford"
"QID115_Choice201","New Bedford","New Bedford"
"QID115_Choice202","New Braintree","New Braintree"
"QID115_Choice203","New Marlborough","New Marlborough"
"QID115_Choice204","New Salem","New Salem"
"QID115_Choice205","Newbury","Newbury"
"QID115_Choice206","Newburyport","Newburyport"
"QID115_Choice207","Newton","Newton"
"QID115_Choice208","Norfolk","Norfolk"
"QID115_Choice209","North Adams","North Adams"
"QID115_Choice210","North Andover","North Andover"
"QID115_Choice211","North Attleborough","North Attleborough"
"QID115_Choice212","North Brookfield","North Brookfield"
"QID115_Choice213","North Reading","North Reading"
"QID115_Choice214","Northampton","Northampton"
"QID115_Choice215","Northborough","Northborough"
"QID115_Choice216","Northbridge","Northbridge"
"QID115_Choice217","Northfield","Northfield"
"QID115_Choice218","Norton","Norton"
"QID115_Choice219","Norwell","Norwell"
"QID115_Choice220","Norwood","Norwood"
"QID115_Choice221","Oak Bluffs","Oak Bluffs"
"QID115_Choice222","Oakham","Oakham"
"QID115_Choice223","Orange","Orange"
"QID115_Choice224","Orleans","Orleans"
"QID115_Choice225","Otis","Otis"
"QID115_Choice226","Oxford","Oxford"
"QID115_Choice227","Palmer","Palmer"
"QID115_Choice228","Paxton","Paxton"
"QID115_Choice229","Peabody","Peabody"
"QID115_Choice230","Pelham","Pelham"
"QID115_Choice231","Pembroke","Pembroke"
"QID115_Choice232","Pepperell","Pepperell"
"QID115_Choice233","Peru","Peru"
"QID115_Choice234","Petersham","Petersham"
"QID115_Choice235","Phillipston","Phillipston"
"QID115_Choice236","Pittsfield","Pittsfield"
"QID115_Choice237","Plainfield","Plainfield"
"QID115_Choice238","Plainville","Plainville"
"QID115_Choice239","Plymouth","Plymouth"
"QID115_Choice240","Plympton","Plympton"
"QID115_Choice241","Princeton","Princeton"
"QID115_Choice242","Provincetown","Provincetown"
"QID115_Choice243","Quincy","Quincy"
"QID115_Choice244","Randolph","Randolph"
"QID115_Choice245","Raynham","Raynham"
"QID115_Choice246","Reading","Reading"
"QID115_Choice247","Rehoboth","Rehoboth"
"QID115_Choice248","Revere","Revere"
"QID115_Choice249","Richmond","Richmond"
"QID115_Choice250","Rochester","Rochester"
"QID115_Choice251","Rockland","Rockland"
"QID115_Choice252","Rockport","Rockport"
"QID115_Choice253","Rowe","Rowe"
"QID115_Choice254","Rowley","Rowley"
"QID115_Choice255","Royalston","Royalston"
"QID115_Choice256","Russell","Russell"
"QID115_Choice257","Rutland","Rutland"
"QID115_Choice258","Salem","Salem"
"QID115_Choice259","Salisbury","Salisbury"
"QID115_Choice260","Sandisfield","Sandisfield"
"QID115_Choice261","Sandwich","Sandwich"
"QID115_Choice262","Saugus","Saugus"
"QID115_Choice263","Savoy","Savoy"
"QID115_Choice264","Scituate","Scituate"
"QID115_Choice265","Seekonk","Seekonk"
"QID115_Choice266","Sharon","Sharon"
"QID115_Choice267","Sheffield","Sheffield"
"QID115_Choice268","Shelburne","Shelburne"
"QID115_Choice269","Sherborn","Sherborn"
"QID115_Choice270","Shirley","Shirley"
"QID115_Choice271","Shrewsbury","Shrewsbury"
"QID115_Choice272","Shutesbury","Shutesbury"
"QID115_Choice273","Somerset","Somerset"
"QID115_Choice274","Somerville","Somerville"
"QID115_Choice275","South Hadley","South Hadley"
"QID115_Choice276","Southampton","Southampton"
"QID115_Choice277","Southborough","Southborough"
"QID115_Choice278","Southbridge","Southbridge"
"QID115_Choice279","Southwick","Southwick"
"QID115_Choice280","Spencer","Spencer"
"QID115_Choice281","Springfield","Springfield"
"QID115_Choice282","Sterling","Sterling"
"QID115_Choice283","Stockbridge","Stockbridge"
"QID115_Choice284","Stoneham","Stoneham"
"QID115_Choice285","Stoughton","Stoughton"
"QID115_Choice286","Stow","Stow"
"QID115_Choice287","Sturbridge","Sturbridge"
"QID115_Choice288","Sudbury","Sudbury"
"QID115_Choice289","Sunderland","Sunderland"
"QID115_Choice290","Sutton","Sutton"
"QID115_Choice291","Swampscott","Swampscott"
"QID115_Choice292","Swansea","Swansea"
"QID115_Choice293","Taunton","Taunton"
"QID115_Choice294","Templeton","Templeton"
"QID115_Choice295","Tewksbury","Tewksbury"
"QID115_Choice296","Tisbury","Tisbury"
"QID115_Choice297","Tolland","Tolland"
"QID115_Choice298","Topsfield","Topsfield"
"QID115_Choice299","Townsend","Townsend"
"QID115_Choice300","Truro","Truro"
"QID115_Choice301","Tyngsborough","Tyngsborough"
"QID115_Choice302","Tyringham","Tyringham"
"QID115_Choice303","Upton","Upton"
"QID115_Choice304","Uxbridge","Uxbridge"
"QID115_Choice305","Wakefield","Wakefield"
"QID115_Choice306","Wales","Wales"
"QID115_Choice307","Walpole","Walpole"
"QID115_Choice308","Waltham","Waltham"
"QID115_Choice309","Ware","Ware"
"QID115_Choice310","Wareham","Wareham"
"QID115_Choice311","Warren","Warren"
"QID115_Choice312","Warwick","Warwick"
"QID115_Choice313","Washington","Washington"
"QID115_Choice314","Watertown","Watertown"
"QID115_Choice315","Wayland","Wayland"
"QID115_Choice316","Webster","Webster"
"QID115_Choice317","Wellesley","Wellesley"
"QID115_Choice318","Wellfleet","Wellfleet"
"QID115_Choice319","Wendell","Wendell"
"QID115_Choice320","Wenham","Wenham"
"QID115_Choice321","West Boylston","West Boylston"
"QID115_Choice322","West Bridgewater","West Bridgewater"
"QID115_Choice323","West Brookfield","West Brookfield"
"QID115_Choice324","West Newbury","West Newbury"
"QID115_Choice325","West Springfield","West Springfield"
"QID115_Choice326","West Stockbridge","West Stockbridge"
"QID115_Choice327","West Tisbury","West Tisbury"
"QID115_Choice328","Westborough","Westborough"
"QID115_Choice329","Westfield","Westfield"
"QID115_Choice330","Westford","Westford"
"QID115_Choice331","Westhampton","Westhampton"
"QID115_Choice332","Westminster","Westminster"
"QID115_Choice333","Weston","Weston"
"QID115_Choice334","Westport","Westport"
"QID115_Choice335","Westwood","Westwood"
"QID115_Choice336","Weymouth","Weymouth"
"QID115_Choice337","Whately","Whately"
"QID115_Choice338","Whitman","Whitman"
"QID115_Choice339","Wilbraham","Wilbraham"
"QID115_Choice340","Williamsburg","Williamsburg"
"QID115_Choice341","Williamstown","Williamstown"
"QID115_Choice342","Wilmington","Wilmington"
"QID115_Choice343","Winchendon","Winchendon"
"QID115_Choice344","Winchester","Winchester"
"QID115_Choice345","Windsor","Windsor"
"QID115_Choice346","Winthrop","Winthrop"
"QID115_Choice347","Woburn","Woburn"
"QID115_Choice348","Worcester","Worcester"
"QID115_Choice349","Worthington","Worthington"
"QID115_Choice350","Wrentham","Wrentham"
"QID115_Choice351","Yarmouth","Yarmouth"
"QID116_QuestionText","Do you currently rent or own your home?","¿Actualmente alquila o es propietario de su vivienda?"
"QID116_Choice1","Rent","Alquilo"
"QID116_Choice2","Own","Soy propietario"
"QID116_Choice3","Other, please explain:","Otro, explique:"
"QID118_QuestionText","Do you have any children under age 18 currently living at home with you?","¿Tiene hijos menores de 18 años que vivan actualmente con usted?"
"QID118_Choice1","Yes","Sí"
"QID118_Choice2","No","No"
"QID117_QuestionText","How many children under age 18 do you currently have living at home with you?&nbsp;<br><i>If you have 2 children, please type: 2</i><br>","¿Cuántos hijos menores de 18 años viven actualmente con usted?&nbsp;<br><i> Si tiene 2 hijos, escriba 2.</i><br>"
"QID119_QuestionText","Is your current income for your work as an educator paid as an hourly rate or annual salary?","¿Su ingreso actual por su trabajo como educador se paga como tarifa por hora o como salario anual?"
"QID119_Choice1","Hourly rate","Tarifa por hora"
"QID119_Choice2","Annual salary","Salario anual"
"QID120_QuestionText","What is your hourly rate as an early educator?","¿Cuál es su tarifa por hora como educador de la primera infancia?"
"QID120_Choice1","Less than $12.00 an hour","Menos de $12.00 la hora"
"QID120_Choice2","Between $12.00 and $13.99 an hour","Entre $12.00 y $13.99 la hora"
"QID120_Choice3","Between $14.00 and $15.99 an hour","Entre $14.00 y $15.99 la hora"
"QID120_Choice4","Between $16.00 and $17.99 an hour","Entre $16.00 y $17.99 la hora"
"QID120_Choice5","Between $18.00 and $19.99 an hour","Entre 1$18.00 y $19.99 la hora"
"QID120_Choice6","Between $20.00 and $21.99 an hour","Entre $20.00 y $21.99 la hora"
"QID120_Choice7","Between $22.00 and $23.99 an hour","Entre $22.00 y $23.99 la hora"
"QID120_Choice8","Between $24.00 and $25.99 an hour","Entre $24.00 y $25.99 la hora"
"QID120_Choice9","Between $26.00 and $27.99 an hour","Entre $26.00 y $27.99 la hora"
"QID120_Choice10","Between $28.00 and $29.99 an hour","Entre $28.00 y $29.99 la hora"
"QID120_Choice11","Between $30.00 and $31.99 an hour","Entre $30.00 y $31.99 la hora"
"QID120_Choice12","Between $32.00 and $33.99 an hour","Entre $32.00 y $33.99 la hora"
"QID120_Choice13","Between $34.00 and $35.99 an hour","Entre $34.00 y $35.99 la hora"
"QID120_Choice14","Between $36.00 and $37.99 an hour","Entre $36.00 y $37.99 la hora"
"QID120_Choice15","Between $38.00 and $39.99 an hour","Entre $38.00 y $39.99 la hora"
"QID120_Choice16","Over $40.00 an hour","Más de $40.00 la hora"
"QID121_QuestionText","What is your annual salary as an early educator?","¿Cuál es su salario anual como educador de la primera infancia?"
"QID121_Choice1"," $10,000 or less ","Menos de $10,000"
"QID121_Choice2","$10,001 to $20,000","Entre $10,001 y $20,000"
"QID121_Choice3","$20,001 to $30,000","Entre $20,001 y $30,000"
"QID121_Choice4","$30,001 to $40,000","Entre $30,001 y $40,000"
"QID121_Choice5","$40,001 to $50,000","Entre $40,001 y $50,000"
"QID121_Choice6","$50,001 to $75,000","Entre $50,001 y $75,000"
"QID121_Choice7","$75,001 to $100,000","Entre $75,001 y $100,000"
"QID121_Choice8","$100,001 to $125,000","Entre $100,001 y $125,000"
"QID121_Choice9","$125,001 to $150,000","Entre $125,001 y $150,000"
"QID121_Choice10","$150,001 to $200,000","Entre $150,001 y $200,000"
"QID121_Choice11","$201,000 to $250,000","Entre $201,000 y $250,000"
"QID121_Choice12","More than $250,000","Más de $250,000"
"QID122_QuestionText","In the 2022 tax year, what was the <b>total income</b> of all persons in your household, including salaries or other earnings, interest, retirement, and so on for all household members?","En el año fiscal 2022, ¿cuál fue el <b>ingreso total</b> de todas las personas de su hogar, incluidos los salarios u otros ingresos, intereses, jubilación, etc. correspondientes a cada uno de los miembros del hogar?"
"QID122_Choice1"," $10,000 or less ","Menos de $10,000"
"QID122_Choice2","$10,001 to $20,000","Entre $10,001 y $20,000"
"QID122_Choice3","$20,001 to $30,000","Entre $20,001 y $30,000"
"QID122_Choice4","$30,001 to $40,000","Entre $30,001 y $40,000"
"QID122_Choice5","$40,001 to $50,000","Entre $40,001 y $50,000"
"QID122_Choice6","$50,001 to $75,000","Entre $50,001 y $75,000"
"QID122_Choice7","$75,001 to $100,000","Entre $75,001 y $100,000"
"QID122_Choice8","$100,001 to $125,000","Entre $100,001 y $125,000"
"QID122_Choice9","$125,001 to $150,000","Entre $125,001 y $150,000"
"QID122_Choice10","$150,001 to $200,000","Entre $150,001 y $200,000"
"QID122_Choice11","$201,000 to $250,000","Entre $201,000 y $250,000"
"QID122_Choice12","More than $250,000","Más de $250,000"
"QID123_QuestionText","Including yourself, how many adults contribute to your household income?&nbsp;<br><i>Please type a number (if you and a spouse contribute income, type: 2).</i><br>","Incluido usted, ¿cuántos adultos contribuyen al ingreso de su hogar?&nbsp;<br><i> Escriba un número (si usted y un cónyuge contribuyen al ingreso, escriba 2).</i><br>"
"QID124_QuestionText","Do you <b>currently</b> hold any other part-time or full-time paying jobs in addition to your early educator position in Cambridge?","Además de su puesto de educador de la primera infancia en Cambridge, ¿tiene <b>actualmente</b> algún otro trabajo remunerado a tiempo parcial o completo?"
"QID124_Choice1","Yes","Sí"
"QID124_Choice2","No","No"
"QID125_QuestionText","How many hours per week do you typically work in this other role?<br><i>Please type a number.</i><br>","¿Cuántas horas a la semana suele trabajar en este otro puesto?<br><i> Escriba un número.</i><br>"
"QID142_QuestionText","Do you hold a summer position in addition to your early educator position in Cambridge?","¿Tiene un puesto de verano además de su puesto de educador de la primera infancia en Cambridge?"
"QID142_Choice1","Yes","Sí"
"QID142_Choice2","No","No"
"QID126_QuestionText","Have you received any of the following types of public supports or assistance from the state or federal government so far in 2023?<br><i>➘(Check all that apply.)</i>","En lo que va de 2023, ¿ha recibido alguno de los siguientes tipos de asistencia o ayuda pública del gobierno estatal o federal?<br><i> ➘ (Marque todas las opciones que correspondan).</i>"
"QID126_Choice1","Unemployment benefits","Beneficios de desempleo"
"QID126_Choice2","Pay day protection loans","Préstamos de protección del día de pago"
"QID126_Choice3","SNAP or TANF (Food stamps)","SNAP o TANF (Cupones de alimentos)"
"QID126_Choice4","Earned income tax credit (EITC)","Crédito tributario por ingreso del trabajo (EITC, por sus siglas en inglés)"
"QID126_Choice5","Emergency CCDBG funds","Fondos de emergencia para CCDBG (Subvención en Bloque para el Cuidado y Desarrollo Infantil)"
"QID126_Choice6","Free meals from community programs (e.g., school lunch program, food bank, food pantry)","Comidas gratuitas de programas comunitarios (p. ej., programa de almuerzos escolares, banco de alimentos, despensa de alimentos)"
"QID126_Choice7","Other supports or assistances for individuals. Please explain:","Otras ayudas o asistencias a las personas Explique:"
"QID126_Choice8","Other supports or assistance for small businesses. Please explain:","Otro tipo de ayuda o asistencia para pequeñas empresas. Explique:"
"QID127_QuestionText","For each statement below, choose the response that best reflects your current opinion:","Para cada una de las siguientes afirmaciones, elija la respuesta que mejor refleje su opinión actual:"
"QID127_Choice1","My family needs support with finding or paying for medical care","Mi familia necesita ayuda para encontrar o pagar la atención médica"
"QID127_Choice2","My family needs support with finding or paying for food","Mi familia necesita ayuda para encontrar o pagar alimentos"
"QID127_Choice3","My family needs financial support due to income or employment disruption","Mi familia necesita ayuda económica debido a la interrupción de los ingresos o del empleo"
"QID127_Choice4","My family needs support with finding or paying for health insurance","Mi familia necesita ayuda para encontrar o pagar un seguro médico"
"QID127_Choice5","My family needs support paying for other bills (e.g., utilities)","Mi familia necesita ayuda para pagar otras facturas (p. ej., servicios públicos)"
"QID127_Answer1","Strongly agree","Totalmente de acuerdo"
"QID127_Answer2","Agree","De acuerdo"
"QID127_Answer3","Neither agree nor disagree","Ni de acuerdo ni en desacuerdo"
"QID127_Answer4","Disagree","En desacuerdo"
"QID127_Answer5","Strongly disagree","Totalmente en desacuerdo"
"QID128_QuestionText","Do you plan to stay at your early education program in Cambridge next year (2024-25)?","¿Tiene previsto permanecer en su programa de educación de la primera infancia en Cambridge el próximo año (2024-2025)?"
"QID128_Choice1","Yes","Sí"
"QID128_Choice2","No","No"
"QID128_Choice3","Unsure","No estoy seguro"
"QID129_QuestionText","What is your primary reason you are planning to leave your current setting?","¿Cuál es la razón principal por la que tiene previsto dejar su puesto actual?"
"QID130_QuestionText","What is your primary reason you are planning to potentially leave your current setting?","¿Cuál es la razón principal por la que posiblemente deje su puesto actual?"
"QID239_QuestionText","Are there any last thoughts you'd like to share about your experience as an early educator?&nbsp;","¿Hay alguna última reflexión que le gustaría compartir sobre su experiencia como educador de la primera infancia?&nbsp;"
"SurveyTitle","Qualtrics Survey | Qualtrics Experience Management","Encuesta de Qualtrics | Gestión de la experiencia de Qualtrics"
"SurveyDescription","Survey Software, Enterprise Survey software for enterprise feedback management and CRM solutions. Enables high-quality data collection, panel management and results analysis. Perfect for market research or CRM solution (Customer Relationship Management) integration. Free trial and consultation.","Software de encuestas, software de encuestas empresariales para la gestión de opiniones de empresas y soluciones para la gestión de relaciones con los clientes (CRM, por sus siglas en inglés). Permite la recopilación de datos de alta calidad, la gestión de grupos y el análisis de resultados. Perfecta para estudios de mercado o integración de soluciones CRM. Prueba y consulta gratuitas."
"CBConjoint_Feature1","Location","Ubicación"
"CBConjoint_Feature1_Level1","Online","En línea"
"CBConjoint_Feature1_Level2","In-person at your program","En persona en su programa"
"CBConjoint_Feature1_Level3","In-person in Cambridge","En persona en Cambridge"
"CBConjoint_Feature1_Level4","In-person outside of Cambridge","En persona fuera de Cambridge"
"CBConjoint_Feature2","Type","Tipo"
"CBConjoint_Feature2_Level1","Coaching/Consultation","Asesoría/Consulta"
"CBConjoint_Feature2_Level2","Specialized training (e.g., workshop, course, seminar, conference)","Capacitación especializada (p. ej., taller, curso, seminario, conferencia)"
"CBConjoint_Feature2_Level3","Professional learning community","Comunidad de aprendizaje profesional"
"CBConjoint_Feature3","Time of day","Horario"
"CBConjoint_Feature3_Level1","Morning (before 8am)","Por la mañana (antes de las 8 a. m.)"
"CBConjoint_Feature3_Level2","Lunch time","Hora del almuerzo"
"CBConjoint_Feature3_Level3","Afternoon","Por la tarde"
"CBConjoint_Feature3_Level4","Evening (after 6pm)","Noche (después de las 6 p. m.)"
"CBConjoint_Feature4","Led by","Dirigido por"
"CBConjoint_Feature4_Level1","Another educator","Otro educador"
"CBConjoint_Feature4_Level2","An administrator at your program","Un administrador de su programa"
"CBConjoint_Feature4_Level3","An expert in the field","Un experto en la materia"
"CBConjoint_Feature5","Feedback","Comentarios"
"CBConjoint_Feature5_Level1","Opportunities for personal feedback","Oportunidades para comentarios personales"
"CBConjoint_Feature5_Level2","No opportunities for personal feedback","No hay oportunidades para comentarios personales"
"CBConjoint_Feature6","Materials","Materiales"
"CBConjoint_Feature6_Level1","Provides materials for your classroom (e.g., lesson plans, books, manipulatives)","Proporciona materiales para el aula (p. ej., planes de lecciones, libros, manipulativos)"
"CBConjoint_Feature6_Level2","Provides no materials for your classroom","No proporciona material para el aula"
"CBConjoint_Feature7","Practice","Práctica"
"CBConjoint_Feature7_Level1","Opportunity to practice new skills (e.g., role play)","Oportunidad de practicar nuevas habilidades (p. ej., juegos de rol)"
"CBConjoint_Feature7_Level2","No opportunity to practice new skills","No hay oportunidad de practicar nuevas habilidades"
"CBConjoint_Feature8","Frequency","Frecuencia"
"CBConjoint_Feature8_Level1","A standalone session","Una sesión independiente"
"CBConjoint_Feature8_Level2","A series of sessions, delivered over the course of the school year","Una serie de sesiones impartidas durante el año académico"
"CBConjoint_QuestionText","If two professional development programs were otherwise identical in every other way - same topic, same cost - which would you prefer?","Si dos programas de desarrollo profesional fueran idénticos en todos los demás aspectos (mismo tema, mismo costo), ¿cuál preferiría?"
"CBConjoint_ColumnHeader","Option","Opción"
