State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
PA,N/A,6-8,,3.5.6-8.Z,"Analyze how different technological systems often interact with economic, environmental, and social systems. ",Technology & Engineering,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,
PA,N/A,6-8,,3.5.6-8.Z,"Analyze how different technological systems often interact with economic, environmental, and social systems. ",Technology & Engineering,based,2-IC-21,Discuss issues of bias and accessibility in the design of existing technologies.,,
PA,N/A,6-8,,3.5.6-8.Z,"Analyze how different technological systems often interact with economic, environmental, and social systems. ",Technology & Engineering,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,
PA,N/A,6-8,,3.5.6-8.AA,"Adapt and apply an existing product, system, or process to solve a problem in a different setting. ",Technology & Engineering,different,,,,
PA,N/A,6-8,,3.5.6-8.BB,Demonstrate how knowledge gained from other content areas affects the development of technological products and systems. ,Technology & Engineering,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,
PA,N/A,6-8,,3.5.6-8.CC,Consider historical factors that have contributed to the development of technologies and human progress. ,Technology & Engineering,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,
PA,N/A,6-8,,3.5.6-8.DD,Engage in a research and development process to simulate how inventions and innovations have evolved through systematic tests and refinements.  ,Technology & Engineering,based,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",,
PA,N/A,6-8,,3.5.6-8.DD,Engage in a research and development process to simulate how inventions and innovations have evolved through systematic tests and refinements.  ,Technology & Engineering,based,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.,,
PA,N/A,6-8,,3.5.6-8.DD,Engage in a research and development process to simulate how inventions and innovations have evolved through systematic tests and refinements.  ,Technology & Engineering,based,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.,,
PA,N/A,6-8,,3.5.6-8.EE,"Differentiate between inputs, processes, outputs, and feedback in technological systems. ",Technology & Engineering,based,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,,
PA,N/A,6-8,,3.5.6-8.EE,"Differentiate between inputs, processes, outputs, and feedback in technological systems. ",Technology & Engineering,based,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",,
PA,N/A,6-8,,3.5.6-8.EE,"Differentiate between inputs, processes, outputs, and feedback in technological systems. ",Technology & Engineering,based,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",,
PA,N/A,6-8,,3.5.6-8.FF,"Demonstrate how systems thinking involves considering relationships between every part, as well as how the systems interact with the environment in which it is used. ",Technology & Engineering,based,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",,
PA,N/A,6-8,,3.5.6-8.FF,"Demonstrate how systems thinking involves considering relationships between every part, as well as how the systems interact with the environment in which it is used. ",Technology & Engineering,based,2-CS-03,Systematically identify and fix problems with computing devices and their components.,,
PA,N/A,6-8,,3.5.6-8.GG,Create an open-loop system that has no feedback path and requires human intervention. ,Technology & Engineering,different,,,,
PA,N/A,6-8,,3.5.6-8.HH,Create a closed-loop system that has a feedback path and requires no human intervention. ,Technology & Engineering,different,,,,
PA,N/A,6-8,,3.5.6-8.II,Predict outcomes of a future product or system at the beginning of the design process. ,Technology & Engineering,based,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",,
PA,N/A,6-8,,3.5.6-8.JJ,Apply informed problem-solving strategies to the improvement of existing devices or processes or the development of new approaches.,Technology & Engineering,based,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices.",,
PA,N/A,6-8,,3.5.6-8.KK,"Explain how technology and engineering are closely linked to creativity, which can result in both intended and unintended innovations. ",Technology & Engineering,based,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices.",,"Deviated from crosswalk, which lists the following 2: 
2-AP-15 Seek and incorporate feedback from team members and users to refine a solution that meets user needs. 

2-AP-16 Incorporate existing code, media, and libraries into original programs, and give attribution. "
PA,N/A,6-8,,3.5.6-8.LL,Compare how different technologies involve different sets of processes. ,Technology & Engineering,based,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",,
PA,N/A,6-8,,3.5.6-8.LL,Compare how different technologies involve different sets of processes. ,Technology & Engineering,based,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse. ,,
PA,N/A,6-8,,3.5.6-8.LL,Compare how different technologies involve different sets of processes. ,Technology & Engineering,based,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,,
PA,N/A,6-8,,3.5.6-8.LL,Compare how different technologies involve different sets of processes. ,Technology & Engineering,based,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",,
PA,N/A,9-12,,3.5.9-12.A,"Use various approaches to communicate processes and procedures for using, maintaining, and assessing technological products and systems. ",Technology & Engineering,based,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,,
PA,N/A,9-12,,3.5.9.12.B,Critically assess and evaluate a technology that minimizes resource use and resulting waste to achieve a goal. ,Technology & Engineering,based,3A-NI-04,"Evaluate the scalability and reliability of networks, by describing the relationship between routers, switches, servers, topology, and addressing.",,
PA,N/A,9-12,,3.5.9.12.B,Critically assess and evaluate a technology that minimizes resource use and resulting waste to achieve a goal. ,Technology & Engineering,based,3B-CS-01,Categorize the roles of operating system software.,,
PA,N/A,9-12,,3.5.9.12.B,Critically assess and evaluate a technology that minimizes resource use and resulting waste to achieve a goal. ,Technology & Engineering,based,3B-IC-26,"Evaluate the impact of equity, access, and influence on the distribution of computing resources in a global society.",,
PA,N/A,9-12,,3.5.9.12.C,Develop a solution to a technological problem that has the least negative environmental and social impact. ,Technology & Engineering,based,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices.",,
PA,N/A,9-12,,3.5.9.12.C,Develop a solution to a technological problem that has the least negative environmental and social impact. ,Technology & Engineering,based,3B-NI-03,"Describe the issues that impact network functionality (e.g., bandwidth, load, delay, topology).",,
PA,N/A,9-12,,3.5.9.12.D,Critique whether existing or proposed technologies use resources sustainably.  ,Technology & Engineering,based,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",,
